"gene","nes","pval"
"ZNF131",0.210644823538301,0.833164432846802
"MBD3",-0.210553961121624,0.833235340548324
"AKAP8L",-0.210179734423917,0.833527395885107
"MTF2",-0.2101670167692,0.833537321446482
"KDM5B",-0.209815150295908,0.833811948025727
"ZNF487",-0.209442978373774,0.83410244477128
"ZNF846",0.209269368606952,0.834237962667037
"ZNF582",-0.206687462543096,0.836253949424652
"ZNF786",0.206633475118483,0.836296115058036
"IRF5",0.206515418615578,0.836388322006787
"ZBTB11",-0.204600746424063,0.837884072176917
"ZKSCAN5",0.204176562951424,0.838215525620875
"KAT7",0.203949767509556,0.838392753477752
"ZSCAN32",-0.203138509832237,0.839026772681889
"ZNF564",-0.202833719284592,0.839265001533715
"NACC2",-0.202044104372697,0.839882244812532
"DOT1L",-0.20195839705153,0.839949248298286
"MGA",-0.201955786358284,0.839951289280382
"ZC3H8",0.200575374907775,0.841030614729091
"ZNF571",-0.199746028398659,0.841679213642681
"CUX1",-0.198620443925659,0.842559660285315
"ZNF518B",0.197741955440885,0.843246962102604
"ZNF837",-0.1976972073939,0.843281974770357
"HMG20A",-0.196569664342214,0.844164311757507
"ZNF121",-0.195825953510092,0.844746395385351
"FOXJ2",-0.19469853114662,0.845628961882237
"HSF1",0.194083335521809,0.846110629853823
"RFX3",0.193094481447221,0.846884974495282
"SP4",-0.192082206123093,0.847677812836339
"TCF7L2",-0.191736185625493,0.847948859795727
"ZNF649",-0.191510847590262,0.848125382678044
"KLF7",-0.189767284481409,0.849491493219945
"MTERF1",-0.189143815631151,0.849980101318349
"ZNF260",-0.188974728801473,0.850112623403253
"SP110",0.188047952586657,0.850839060923671
"WIZ",-0.187951614654411,0.850914581022127
"MSANTD4",-0.187834507904537,0.851006383809111
"ZNF789",0.187244440336659,0.85146898261031
"KDM2B",-0.186889525049789,0.851747252299028
"ATF2",-0.186336538015456,0.85218085599694
"ZNF785",-0.18610785046351,0.852360185688206
"ZNF345",0.185847200146744,0.852564588895848
"NFYC",-0.185256838366247,0.853027589979076
"ZNF429",-0.18521586606583,0.853059725070795
"ZNF222",0.183733707972708,0.854222363909067
