"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","NK_cluster"
"GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP",4.2467144095786e-05,0.000409750552491773,0.557332238758646,0.671908216353016,1.53156963452256,123,"ASF1B;RAD51AP1;CKAP2L;CCNA2;CDCA2;TCF19;FEN1;NEK2;E2F8;KIF18B;RFC5;DUT;TACC3;DDIAS;CHAF1B;CDK4;PHGDH;MTHFD1;HPRT1;PPIH;NME1;TFDP1;NDUFB6;LSM4;HACD3;THYN1;CHCHD1;CNP;SNRPC;GALK1;EBNA1BP2;EIF2S1;BID;TKT;KDELR1;PSMA4;GSTO1;PSMA5;HNRNPLL;BCAP29;CCT6A;NMI;MCTS1;VIM;APEX1;EEF1E1;ADGRG3;UBE2L3;NDUFC1;RSRC1;TPI1;AK2;NUDCD2;NDUFA6;PFDN1;PRDX4;FARSA;VMA21","5"
"GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN",4.76369340662476e-05,0.000453503612310677,0.557332238758646,0.70494148329483,1.59946066244205,97,"DLGAP5;ASPM;TOP2A;CLSPN;KIF11;NUSAP1;NUF2;ANLN;FBXO5;CBX5;ECT2","5"
"GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP",5.05911050921208e-05,0.000475290118891767,0.557332238758646,0.667432013465186,1.52091012014732,120,"DLGAP5;CDCA8;ASF1B;RAD51AP1;DIAPH3;KIF11;MCM2;STMN1;MCM5;MXD3;KIF20A;CDK2;NRGN;LMNB1;UNG;INCENP;CCDC28B;RPA1;OXCT1;CD9","5"
"GSE3039_CD4_TCELL_VS_NKT_CELL_DN",5.13296483495629e-05,0.000475965830150492,0.557332238758646,0.677627498279456,1.54400826230512,117,"MND1;CENPW;NCAPG;MCM4;NCAPG2;HELLS;BRIP1;HMGB3;PSMC3IP;DSN1;EZH2;TIMELESS;RFC4;USP1;RPA3;PHGDH;SMC4;CEP85;POLA1;RBBP8;NCAPD3;CENPP;MYCBP;NUCB2;CEP152;POLE;THOC3;LMNB2;CCDC18;RAN","5"
"GSE27786_NKCELL_VS_MONO_MAC_DN",7.27547346444496e-05,0.000665985647899193,0.538434096309916,0.723577072469288,1.62980216384863,73,"ASPM;CENPM;HJURP;DEPDC1B;NEK2;CCDC34;NDC80;E2F8;CDC25C;KNTC1;SMC4;LRR1;CEP152;SCCPDH;POLR3K","5"
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",7.49630998270133e-05,0.00067751459843655,0.538434096309916,0.646957822440591,1.48226238120944,154,"RRM2;NUSAP1;NCAPH;MAD2L1;SMC2;DTL;NEK2;CDC6;BUB1;MCM7;LIG1;RRM1;CDK2;TTK;CDCA4;DNMT1;ECT2;LMNB1;POLA1;VRK1;RUVBL2;POLD2;TFDP1;SIVA1;PMM1;AHCY;TIPIN;NUP93;PSMD1;GUSB;NDUFA8;GCSH;COA3;POLR2I;NHP2;NASP;NDFIP2;CTPS1;PFKL;MTCH2;CAPG;IPO7;MZT2B;ARL3;PLSCR1;CFAP20;PHTF2;THOP1;PSMB5;PPA1;DRG1;HNRNPLL;PDIA6;CINP;PRDX2;CCT6A;TIMM13;TIMM8A;PMPCB;NUP62;CPOX;UBE2L3;LSM1;BLVRA;AIMP2;SSNA1;TOMM40;NELFE;NELFCD;DDT;TARDBP;FUBP1;KPNA2;PRDX4;FARSA;ZW10;PPP1R7","5"
"GSE27786_LIN_NEG_VS_NKTCELL_UP",0.000111351997667742,0.000993816579184595,0.538434096309916,0.69115321789754,1.56747582209542,96,"AURKB;HMMR;CKAP2L;CDCA2;PRC1;DHFR;ORC6;NCAPG2;TMEM106C;CDK2;PXMP2;NRM;AURKA;KNTC1;RPA3;PHGDH;CCNE2;ANP32B;HPRT1","5"
"GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN",0.000130274309496443,0.00114834391333902,0.518848077743792,0.656695546835703,1.49644440615403,120,"SPC24;KIF23;NUF2;MCM4;CEP55;CDC6;HELLS;RRM1;PLK4;DEPDC1;MIS18A;RFC5;PXMP2;TIMELESS;POLA1;HMGB2;PPIH;FANCL;NUCKS1;SMC3;NIPSNAP3A","5"
"GSE40225_WT_VS_RIP_B7X_DIABETIC_MOUSE_PANCREATIC_CD8_TCELL_DN",0.000167821804454481,0.00146127766317682,0.518848077743792,0.675474405225649,1.53580856368848,106,"SPC24;CENPA;NCAPH;BRCA1;KIF4A;PRC1;MAD2L1;NEIL3;SKA1;PLK4;TUBG1;KNTC1;CDCA4;PTTG1;ECT2;CCNE2;HMGB2;MYCBP;TFDP1;SEPHS1;PMVK;HDGF;ENO1;GAPDH;N4BP2","5"
"GSE27786_NKTCELL_VS_MONO_MAC_DN",0.000170707553035643,0.00146849629960782,0.518848077743792,0.705108799608673,1.59247452948445,79,"SPC24;HMMR;CKAP2L;BRCA1;PRC1;NCAPG2;POC1A;NDC80;ATAD5;KIF20A;CDK2;KNTC1;HAUS8;CHEK2;SCMH1;BAZ1B;FANCB;TWF2;PGAM1","5"
"GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_DN",0.000179296529177169,0.00152402049800594,0.518848077743792,0.676612055920637,1.53679525379277,101,"SPC24;UBE2T;DSCC1;CENPK;RRM1;CDC25C;MIS18A;ATAD2;PSMC3IP;CENPO;POLA1;CCNE2;NUP37;LRR1;GLO1;BLM;TFDP1;FIGNL1;ACTL6A;IMPA2;HDAC2;PCBD2;CD9;PRADC1;SKP2;TMEM109;MZT1;R3HDM1;BORA;ANP32E;IMMP1L;METTL21A;IPO7;HAUS6","5"
"GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_UP",0.000202246023128931,0.00169886659428302,0.518848077743792,0.687611177260902,1.5586324058959,94,"KIF2C;CCNB2;CDCA2;CENPA;CDKN3;CEP55;PLK1;AURKA;CAMK1;SMC4;KIF22;CDKN2C;CEP57L1;MPP1;ITM2C;ANKRD26","5"
"GSE21360_NAIVE_VS_TERTIARY_MEMORY_CD8_TCELL_DN",0.000443826851525812,0.0036847950231329,0.49849310876659,0.678035103933959,1.53664811670515,93,"UBE2C;CDCA8;CDCA3;CCNB2;CDKN3;TROAP;CDC20;RNASEH2A;MXD3;CDC25C;PTTG1;IMPDH2;NCAPD3;ACAT2;ETFB;RANGRF;COTL1;LAGE3","5"
"GSE27786_CD8_TCELL_VS_MONO_MAC_DN",0.000494710806007493,0.00406004040792356,0.477270815362862,0.674281288970715,1.52671650677508,88,"TYMS;HJURP;KIF14;POC1A;CCDC34;NDC80;KIF20A;CDK2;CBX5;KIF20B;PIF1;SCCPDH;TIPIN;SASS6;MPP1;EIF4EBP1;YWHAH","5"
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",0.00058500637125316,0.0047465289667586,0.477270815362862,0.642290393718254,1.46509570936776,126,"TOP2A;MKI67;BIRC5;NUSAP1;GGH;ANLN;MAD2L1;CENPK;SNRNP25;RFC5;TUBG1;TACC3;RFC4;ACOT7;RFC2;RNASEH2B;SIVA1;PMM1;PAFAH1B3;PRIM2;CKAP5;FDPS;GALK1","5"
"GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_UP",0.000663071301929357,0.00531947089412989,0.477270815362862,0.691533112970821,1.55762558927772,73,"DLGAP5;GTSE1;CDCA5;MCM7;GINS1;PSMC3IP;MCM6;HIRIP3;RFC3;EZH2;TEX30;SAPCD2;DCTPP1;HAUS1;TIPIN;POLD1;PARP1;RUVBL1;SNRNP35;CYB5A;GPAA1;CMSS1;NASP;COMTD1;CTPS1;ADK;CSRP1;PA2G4","5"
"GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_DN",0.000729861147098729,0.00579023176698325,0.477270815362862,0.627358399279795,1.43387719878679,137,"CDT1;CLSPN;CENPM;CDCA5;CIT;NDC80;STMN1;CDC20;KIF18B;RACGAP1;SNRNP25;MCM6;BCL2L12;PSMC3;TPGS2;POLD2;PIDD1;UQCC2;CHCHD1;SLC39A4;PRADC1;EIF4EBP2;BCKDK;NUDT21;NDUFA8;PGP;AAAS;SLC37A4;SMARCB1;GTF3C6;DCPS;DERA;EXO5;PSMG3;DEGS1;NDUFS4;BID;ERH;RPA2;AP1S1;PGM2;PRDX2;PSMC1;VIM","5"
"GSE7460_CTRL_VS_TGFB_TREATED_ACT_CD8_TCELL_UP",0.000919287457657854,0.00721287082162317,0.477270815362862,0.660918085994738,1.49855099318331,95,"UBE2T;PKMYT1;KIF23;GGH;NCAPH;MCM10;OIP5;DSN1;CHAF1B;SSRP1;TFDP1;LSM5;PIDD1;CSE1L;ECI1;PSIP1;NUP107;FANCB;AAAS","5"
"GSE6259_CD4_TCELL_VS_CD8_TCELL_UP",0.00109779104081351,0.00851981307761789,0.45505986738723,0.712817034519152,1.59195497453825,55,"CKAP2L;CCNA2;KIF23;CEP55;CENPE;BUB1B;MCM5;PRR11;EZH2;MMS22L;TSPAN4;PDLIM7;EPAS1;NHP2","5"
